epoch,time,train/pose_loss,train/kobj_loss,train/cls_loss,train/color_loss,train/size_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),color_accuracy,acc/color,acc/size,val/pose_loss,val/kobj_loss,val/cls_loss,val/color_loss,val/size_loss,lr/pg0,lr/pg1,lr/pg2
108,3828.97,18.1661,0.12703,1.92165,0.85398,0.55351,0.80339,0.75764,0.80033,0.77351,0.80339,0.75764,0.80033,0.77351,0.95379,0.95379,0,13.3432,0.03734,1.26973,0.48527,0.28974,0.000168501,0.000168501,0.000168501
109,3862.22,18.0457,0.12487,1.9074,0.85342,0.54355,0.80785,0.75017,0.80267,0.77588,0.80785,0.75017,0.80267,0.77588,0.95666,0.95666,0,13.3365,0.03721,1.26357,0.48495,0.28788,0.00016717,0.00016717,0.00016717
110,3896.93,18.1773,0.12831,1.90364,0.85808,0.54735,0.80722,0.76445,0.80429,0.77703,0.80722,0.76445,0.80429,0.77703,0.95608,0.95608,0,13.2818,0.03674,1.25669,0.48397,0.28777,0.000165833,0.000165833,0.000165833
111,3932.37,18.0252,0.12531,1.88153,0.83213,0.54807,0.79984,0.76609,0.8088,0.78187,0.79984,0.76609,0.8088,0.78187,0.95414,0.95414,0,13.2248,0.03602,1.24443,0.47332,0.27861,0.000164491,0.000164491,0.000164491
112,3966.07,17.9981,0.12035,1.90302,0.84013,0.53788,0.79873,0.76252,0.81101,0.78282,0.79873,0.76252,0.81101,0.78282,0.95732,0.95732,0,13.2155,0.03618,1.24219,0.46717,0.27673,0.000163144,0.000163144,0.000163144
113,3999.74,17.829,0.12152,1.87788,0.81907,0.53488,0.8182,0.75567,0.80998,0.78261,0.8182,0.75567,0.80998,0.78261,0.95819,0.95819,0,13.187,0.0359,1.24023,0.46807,0.27905,0.000161792,0.000161792,0.000161792
114,4032.32,17.9226,0.12384,1.87239,0.81715,0.52736,0.81918,0.76396,0.81509,0.78804,0.81918,0.76396,0.81509,0.78804,0.95743,0.95743,0,13.1655,0.03585,1.23921,0.47013,0.28095,0.000160436,0.000160436,0.000160436
115,4066.57,18.0267,0.12304,1.87844,0.83732,0.54209,0.80855,0.76762,0.81434,0.78744,0.80855,0.76762,0.81434,0.78744,0.95829,0.95829,0,13.1386,0.03558,1.24014,0.46554,0.2813,0.000159075,0.000159075,0.000159075
116,4102.49,17.9294,0.12487,1.87054,0.82894,0.53963,0.80047,0.7706,0.81419,0.78662,0.80047,0.7706,0.81419,0.78662,0.95568,0.95568,0,13.1313,0.03557,1.23174,0.46895,0.27922,0.00015771,0.00015771,0.00015771
117,4136.12,17.8566,0.12454,1.84882,0.8134,0.5255,0.80325,0.77107,0.81765,0.78987,0.80325,0.77107,0.81765,0.78987,0.95829,0.95829,0,13.1123,0.03542,1.22656,0.46506,0.27522,0.00015634,0.00015634,0.00015634
118,4169.73,17.8483,0.12357,1.86043,0.82382,0.53769,0.79258,0.78218,0.81621,0.78883,0.79258,0.78218,0.81621,0.78883,0.95967,0.95967,0,13.1114,0.03535,1.22505,0.46052,0.27468,0.000154967,0.000154967,0.000154967
119,4203.66,17.8279,0.12292,1.8515,0.81714,0.53348,0.80402,0.77192,0.81572,0.78906,0.80402,0.77192,0.81572,0.78906,0.96063,0.96063,0,13.0908,0.03531,1.21792,0.45667,0.27265,0.00015359,0.00015359,0.00015359
120,4236.93,17.8143,0.1226,1.8412,0.7859,0.52719,0.81716,0.76494,0.8168,0.79022,0.81716,0.76494,0.8168,0.79022,0.96031,0.96031,0,13.0743,0.03488,1.22446,0.45511,0.27637,0.000152209,0.000152209,0.000152209
121,4270.94,17.7817,0.12166,1.84233,0.80944,0.52737,0.8063,0.77452,0.81662,0.79019,0.8063,0.77452,0.81662,0.79019,0.96076,0.96076,0,13.0623,0.03471,1.2209,0.45909,0.27696,0.000150826,0.000150826,0.000150826
122,4305.11,17.7781,0.1226,1.84991,0.81747,0.53032,0.81371,0.77472,0.82097,0.79416,0.81371,0.77472,0.82097,0.79416,0.9609,0.9609,0,13.0344,0.03454,1.2144,0.45321,0.27324,0.000149438,0.000149438,0.000149438
123,4339.17,17.6091,0.11806,1.84724,0.80885,0.52254,0.81594,0.77458,0.82265,0.79662,0.81594,0.77458,0.82265,0.79662,0.95955,0.95955,0,13.0094,0.03435,1.2042,0.45265,0.27203,0.000148048,0.000148048,0.000148048
124,4371.34,17.5466,0.11945,1.82736,0.79268,0.51989,0.82358,0.77297,0.82286,0.79592,0.82358,0.77297,0.82286,0.79592,0.96114,0.96114,0,12.9909,0.03431,1.20244,0.45025,0.26964,0.000146655,0.000146655,0.000146655
125,4404.04,17.5398,0.11883,1.81451,0.79773,0.51174,0.82555,0.77445,0.82474,0.79851,0.82555,0.77445,0.82474,0.79851,0.95768,0.95768,0,12.9838,0.03427,1.19927,0.45033,0.2723,0.00014526,0.00014526,0.00014526
126,4436.8,17.7059,0.12012,1.81898,0.779,0.51897,0.82453,0.77546,0.82285,0.79662,0.82453,0.77546,0.82285,0.79662,0.95875,0.95875,0,12.9604,0.0341,1.19541,0.44994,0.26925,0.000143861,0.000143861,0.000143861
127,4470.35,17.6383,0.12053,1.80729,0.79695,0.51615,0.82594,0.77925,0.82665,0.80092,0.82594,0.77925,0.82665,0.80092,0.96071,0.96071,0,12.9491,0.03393,1.19014,0.44532,0.26808,0.000142461,0.000142461,0.000142461
128,4504.85,17.6485,0.12213,1.82756,0.79319,0.51636,0.81186,0.78229,0.82438,0.79831,0.81186,0.78229,0.82438,0.79831,0.96078,0.96078,0,12.9264,0.03377,1.18711,0.4453,0.26879,0.000141058,0.000141058,0.000141058
129,4540.2,17.4402,0.11605,1.79183,0.79438,0.51331,0.8267,0.77424,0.82764,0.80163,0.8267,0.77424,0.82764,0.80163,0.96143,0.96143,0,12.9142,0.0337,1.18569,0.44382,0.26791,0.000139654,0.000139654,0.000139654
130,4575.27,17.4867,0.11793,1.80912,0.79449,0.51212,0.82089,0.78117,0.82699,0.801,0.82089,0.78117,0.82699,0.801,0.96139,0.96139,0,12.904,0.03375,1.18306,0.44159,0.26629,0.000138248,0.000138248,0.000138248
131,4609.28,17.3208,0.11234,1.77389,0.75667,0.49486,0.82728,0.77311,0.82843,0.80251,0.82728,0.77311,0.82843,0.80251,0.9629,0.9629,0,12.8856,0.03373,1.18022,0.4412,0.26587,0.00013684,0.00013684,0.00013684
132,4641.28,17.5232,0.1181,1.79584,0.77556,0.51015,0.82551,0.78031,0.82946,0.80331,0.82551,0.78031,0.82946,0.80331,0.96162,0.96162,0,12.8679,0.03349,1.17593,0.43911,0.26395,0.000135431,0.000135431,0.000135431
133,4675.63,17.5612,0.11834,1.78654,0.77771,0.50315,0.82699,0.77941,0.83108,0.80411,0.82699,0.77941,0.83108,0.80411,0.96514,0.96514,0,12.8476,0.03317,1.17104,0.43743,0.26339,0.00013402,0.00013402,0.00013402
134,4710.68,17.2828,0.11489,1.77129,0.75906,0.49926,0.81315,0.7891,0.83191,0.80536,0.81315,0.7891,0.83191,0.80536,0.96448,0.96448,0,12.8485,0.03321,1.17061,0.43973,0.26513,0.000132609,0.000132609,0.000132609
135,4743.68,17.3828,0.11883,1.79655,0.77407,0.50912,0.82084,0.78549,0.83138,0.80556,0.82084,0.78549,0.83138,0.80556,0.96331,0.96331,0,12.8281,0.03313,1.16299,0.43621,0.26309,0.000131197,0.000131197,0.000131197
136,4778.57,17.3906,0.11358,1.77631,0.76641,0.49861,0.81962,0.78835,0.8322,0.80645,0.81962,0.78835,0.8322,0.80645,0.96345,0.96345,0,12.8201,0.03298,1.15825,0.43426,0.26102,0.000129784,0.000129784,0.000129784
137,4811.9,17.295,0.11693,1.75946,0.76214,0.49213,0.82796,0.78308,0.83281,0.80702,0.82796,0.78308,0.83281,0.80702,0.96509,0.96509,0,12.8057,0.03279,1.15723,0.43062,0.25998,0.00012837,0.00012837,0.00012837
138,4846.28,17.4215,0.11852,1.78707,0.77097,0.5053,0.82285,0.78789,0.83341,0.80745,0.82285,0.78789,0.83341,0.80745,0.96523,0.96523,0,12.8016,0.03274,1.15474,0.43057,0.25957,0.000126957,0.000126957,0.000126957
139,4879.88,17.1023,0.11045,1.76961,0.75021,0.49815,0.81772,0.79704,0.8334,0.80774,0.81772,0.79704,0.8334,0.80774,0.96467,0.96467,0,12.7811,0.03262,1.15,0.42896,0.2577,0.000125543,0.000125543,0.000125543
140,4913.39,17.2305,0.11354,1.76397,0.76131,0.49637,0.83037,0.78391,0.83289,0.80754,0.83037,0.78391,0.83289,0.80754,0.96526,0.96526,0,12.7569,0.03244,1.15093,0.42901,0.25791,0.00012413,0.00012413,0.00012413
141,4948.34,17.2359,0.11718,1.77694,0.77077,0.50434,0.82617,0.78938,0.83527,0.80952,0.82617,0.78938,0.83527,0.80952,0.96375,0.96375,0,12.7407,0.0323,1.14658,0.42603,0.2565,0.000122716,0.000122716,0.000122716
142,4983.39,17.2041,0.11496,1.75956,0.75841,0.49797,0.82709,0.78975,0.83634,0.81067,0.82709,0.78975,0.83634,0.81067,0.96399,0.96399,0,12.7302,0.03223,1.14316,0.42554,0.25504,0.000121303,0.000121303,0.000121303
143,5017.38,17.0814,0.11137,1.73641,0.73536,0.48005,0.8278,0.78761,0.83594,0.81086,0.8278,0.78761,0.83594,0.81086,0.96331,0.96331,0,12.7105,0.03212,1.14219,0.42479,0.25515,0.000119891,0.000119891,0.000119891
144,5052,17.0888,0.11235,1.73692,0.7496,0.48919,0.82875,0.7874,0.83607,0.81143,0.82875,0.7874,0.83607,0.81143,0.96301,0.96301,0,12.6923,0.03199,1.13799,0.42364,0.2544,0.00011848,0.00011848,0.00011848
145,5086.12,17.1487,0.11438,1.75438,0.75629,0.49543,0.82978,0.78894,0.83749,0.81269,0.82978,0.78894,0.83749,0.81269,0.96495,0.96495,0,12.6912,0.03197,1.13745,0.42308,0.25542,0.000117069,0.000117069,0.000117069
146,5119,17.051,0.11384,1.73321,0.73351,0.48453,0.83585,0.78649,0.83983,0.81484,0.83585,0.78649,0.83983,0.81484,0.96529,0.96529,0,12.6837,0.03195,1.13706,0.42233,0.25549,0.00011566,0.00011566,0.00011566
147,5153.75,17.0273,0.11193,1.7166,0.73148,0.4777,0.83285,0.78905,0.8382,0.81363,0.83285,0.78905,0.8382,0.81363,0.96606,0.96606,0,12.6654,0.03179,1.13467,0.42055,0.25459,0.000114252,0.000114252,0.000114252
148,5187.7,16.9349,0.10883,1.73516,0.74731,0.48704,0.84316,0.78266,0.83915,0.81455,0.84316,0.78266,0.83915,0.81455,0.96573,0.96573,0,12.65,0.03164,1.13135,0.42039,0.25427,0.000112846,0.000112846,0.000112846
149,5221.6,16.9775,0.10909,1.7221,0.73382,0.48075,0.84677,0.78406,0.84043,0.8158,0.84677,0.78406,0.84043,0.8158,0.96426,0.96426,0,12.6422,0.03166,1.13008,0.42003,0.25433,0.000111442,0.000111442,0.000111442
150,5255.56,16.9352,0.11083,1.73223,0.75057,0.48503,0.84656,0.7871,0.84073,0.81642,0.84656,0.7871,0.84073,0.81642,0.96534,0.96534,0,12.634,0.03159,1.12798,0.41996,0.25459,0.000110039,0.000110039,0.000110039
151,5290.72,17.0103,0.11109,1.70523,0.7248,0.48116,0.84618,0.78869,0.84221,0.81758,0.84618,0.78869,0.84221,0.81758,0.9656,0.9656,0,12.6269,0.0315,1.12603,0.42053,0.2545,0.000108639,0.000108639,0.000108639
152,5324.92,17.0539,0.11445,1.718,0.72934,0.48332,0.85104,0.78049,0.84,0.81586,0.85104,0.78049,0.84,0.81586,0.96648,0.96648,0,12.6124,0.03137,1.1231,0.41786,0.25276,0.00010724,0.00010724,0.00010724
153,5358.91,16.922,0.1099,1.7155,0.73107,0.47999,0.84228,0.78807,0.8419,0.81783,0.84228,0.78807,0.8419,0.81783,0.96567,0.96567,0,12.6103,0.03129,1.12212,0.41893,0.2536,0.000105845,0.000105845,0.000105845
154,5392.04,16.9302,0.11184,1.7207,0.72811,0.48314,0.84813,0.78373,0.84043,0.81664,0.84813,0.78373,0.84043,0.81664,0.96675,0.96675,0,12.5947,0.03119,1.11885,0.41634,0.25201,0.000104452,0.000104452,0.000104452
155,5425.39,16.9616,0.11183,1.69621,0.73466,0.48166,0.84628,0.78462,0.84184,0.81778,0.84628,0.78462,0.84184,0.81778,0.96615,0.96615,0,12.5836,0.03108,1.11719,0.41623,0.25182,0.000103062,0.000103062,0.000103062
156,5460.01,16.8251,0.11123,1.70923,0.7243,0.47957,0.83811,0.79206,0.84245,0.81823,0.83811,0.79206,0.84245,0.81823,0.96608,0.96608,0,12.5807,0.03115,1.11587,0.41578,0.25184,0.000101674,0.000101674,0.000101674
157,5495.17,17.035,0.11212,1.68543,0.71439,0.4707,0.8447,0.7885,0.84287,0.81894,0.8447,0.7885,0.84287,0.81894,0.96646,0.96646,0,12.57,0.03108,1.11353,0.41404,0.25136,0.000100291,0.000100291,0.000100291
158,5530.27,16.7025,0.10807,1.68368,0.70591,0.46519,0.8525,0.78271,0.84235,0.81833,0.8525,0.78271,0.84235,0.81833,0.96712,0.96712,0,12.5612,0.03101,1.11191,0.41207,0.25057,9.891e-05,9.891e-05,9.891e-05
159,5563.84,16.9599,0.11473,1.7171,0.72679,0.48043,0.85152,0.78359,0.8428,0.81932,0.85152,0.78359,0.8428,0.81932,0.96734,0.96734,0,12.5517,0.03095,1.10986,0.41157,0.25019,9.7533e-05,9.7533e-05,9.7533e-05
160,5597.94,16.8535,0.11099,1.70266,0.72782,0.47916,0.85813,0.78018,0.84227,0.81879,0.85813,0.78018,0.84227,0.81879,0.96713,0.96713,0,12.536,0.03078,1.10874,0.41036,0.24943,9.61598e-05,9.61598e-05,9.61598e-05
161,5632.3,16.7608,0.11191,1.6985,0.72114,0.47571,0.85876,0.77935,0.84286,0.81917,0.85876,0.77935,0.84286,0.81917,0.96707,0.96707,0,12.5246,0.03069,1.1083,0.40971,0.24908,9.47905e-05,9.47905e-05,9.47905e-05
162,5666.15,16.8196,0.11166,1.69675,0.72874,0.47922,0.86077,0.77912,0.84422,0.82035,0.86077,0.77912,0.84422,0.82035,0.96712,0.96712,0,12.5207,0.03071,1.1063,0.40875,0.24814,9.34253e-05,9.34253e-05,9.34253e-05
163,5699.57,16.8576,0.10802,1.68408,0.71932,0.47037,0.85948,0.78068,0.84555,0.82229,0.85948,0.78068,0.84555,0.82229,0.96708,0.96708,0,12.5117,0.03063,1.10532,0.40794,0.24819,9.20644e-05,9.20644e-05,9.20644e-05
164,5732.34,16.8378,0.11168,1.70481,0.72226,0.48021,0.86045,0.7819,0.84664,0.82268,0.86045,0.7819,0.84664,0.82268,0.9681,0.9681,0,12.5039,0.03058,1.104,0.40784,0.24825,9.07079e-05,9.07079e-05,9.07079e-05
165,5765.96,16.8703,0.11242,1.68371,0.72049,0.46678,0.85874,0.7817,0.84729,0.82415,0.85874,0.7817,0.84729,0.82415,0.96853,0.96853,0,12.496,0.0305,1.10176,0.40661,0.24772,8.93561e-05,8.93561e-05,8.93561e-05
166,5800.21,16.5744,0.10705,1.65749,0.70442,0.45895,0.8578,0.78054,0.84732,0.82424,0.8578,0.78054,0.84732,0.82424,0.968,0.968,0,12.4912,0.03045,1.10034,0.40566,0.24709,8.80091e-05,8.80091e-05,8.80091e-05
167,5832.14,16.7286,0.10788,1.68225,0.71336,0.47278,0.86288,0.77972,0.84638,0.82309,0.86288,0.77972,0.84638,0.82309,0.96895,0.96895,0,12.4832,0.03036,1.10073,0.40608,0.24721,8.66671e-05,8.66671e-05,8.66671e-05
168,5865.96,16.5492,0.10918,1.661,0.71182,0.46261,0.86193,0.77989,0.84745,0.82418,0.86193,0.77989,0.84745,0.82418,0.97047,0.97047,0,12.476,0.03026,1.09893,0.40514,0.24622,8.53303e-05,8.53303e-05,8.53303e-05
169,5900.41,16.7118,0.11195,1.69046,0.71963,0.4786,0.85725,0.78246,0.84866,0.82527,0.85725,0.78246,0.84866,0.82527,0.9694,0.9694,0,12.4671,0.03013,1.09951,0.40479,0.24622,8.39988e-05,8.39988e-05,8.39988e-05
170,5933.29,16.813,0.11166,1.67643,0.71146,0.47422,0.86158,0.78094,0.8488,0.82565,0.86158,0.78094,0.8488,0.82565,0.97169,0.97169,0,12.4621,0.03013,1.09785,0.40484,0.24642,8.26728e-05,8.26728e-05,8.26728e-05
171,5966.38,16.6986,0.10845,1.66935,0.70791,0.46501,0.86138,0.78124,0.84939,0.82568,0.86138,0.78124,0.84939,0.82568,0.97039,0.97039,0,12.4637,0.03012,1.09761,0.40521,0.24659,8.13525e-05,8.13525e-05,8.13525e-05
172,5999.85,16.529,0.10806,1.6552,0.69945,0.46359,0.86481,0.78141,0.84968,0.82638,0.86481,0.78141,0.84968,0.82638,0.97098,0.97098,0,12.4552,0.03006,1.09604,0.40473,0.24619,8.00381e-05,8.00381e-05,8.00381e-05
173,6033.48,16.7077,0.10967,1.66968,0.70664,0.47542,0.86268,0.7837,0.85101,0.82761,0.86268,0.7837,0.85101,0.82761,0.97189,0.97189,0,12.4499,0.03001,1.096,0.40432,0.24569,7.87297e-05,7.87297e-05,7.87297e-05
174,6066.66,16.5915,0.10959,1.65848,0.711,0.46279,0.86052,0.78439,0.85082,0.82755,0.86052,0.78439,0.85082,0.82755,0.9704,0.9704,0,12.4433,0.02992,1.09668,0.40469,0.24597,7.74275e-05,7.74275e-05,7.74275e-05
175,6099.82,16.5865,0.11143,1.65059,0.69489,0.45666,0.86709,0.78108,0.84988,0.82658,0.86709,0.78108,0.84988,0.82658,0.97031,0.97031,0,12.4465,0.02997,1.09609,0.4044,0.24568,7.61317e-05,7.61317e-05,7.61317e-05
176,6134.18,16.501,0.106,1.65901,0.69855,0.46018,0.86583,0.78115,0.849,0.82565,0.86583,0.78115,0.849,0.82565,0.9691,0.9691,0,12.4426,0.02991,1.09678,0.40365,0.24531,7.48424e-05,7.48424e-05,7.48424e-05
177,6166.64,16.673,0.10829,1.66668,0.71289,0.46407,0.86653,0.78056,0.84858,0.82523,0.86653,0.78056,0.84858,0.82523,0.96895,0.96895,0,12.442,0.02988,1.09819,0.40331,0.2451,7.35598e-05,7.35598e-05,7.35598e-05
178,6201.03,16.4763,0.10543,1.6363,0.69018,0.4595,0.86432,0.7811,0.84905,0.82588,0.86432,0.7811,0.84905,0.82588,0.97016,0.97016,0,12.4348,0.02981,1.09873,0.40322,0.24495,7.22841e-05,7.22841e-05,7.22841e-05
179,6234.29,16.4912,0.10839,1.6524,0.69753,0.45972,0.86039,0.78075,0.84794,0.82452,0.86039,0.78075,0.84794,0.82452,0.97049,0.97049,0,12.4395,0.02983,1.09917,0.40347,0.24507,7.10154e-05,7.10154e-05,7.10154e-05
180,6267.25,16.3867,0.1045,1.6195,0.68125,0.44847,0.85911,0.78162,0.84688,0.82361,0.85911,0.78162,0.84688,0.82361,0.97109,0.97109,0,12.4426,0.02982,1.10044,0.40428,0.24546,6.9754e-05,6.9754e-05,6.9754e-05
181,6302.48,16.4508,0.10788,1.65899,0.69612,0.46599,0.86152,0.78146,0.84746,0.8242,0.86152,0.78146,0.84746,0.8242,0.97071,0.97071,0,12.4437,0.0298,1.10005,0.40374,0.24549,6.84999e-05,6.84999e-05,6.84999e-05
182,6337.53,16.3664,0.10408,1.64098,0.68032,0.45907,0.86291,0.78102,0.84723,0.82368,0.86291,0.78102,0.84723,0.82368,0.97077,0.97077,0,12.4425,0.02974,1.1001,0.40374,0.24567,6.72534e-05,6.72534e-05,6.72534e-05
183,6371.82,16.3696,0.10705,1.6372,0.67829,0.45478,0.86136,0.78138,0.84875,0.82526,0.86136,0.78138,0.84875,0.82526,0.97214,0.97214,0,12.449,0.02978,1.1019,0.40428,0.24627,6.60145e-05,6.60145e-05,6.60145e-05
184,6404.07,16.5566,0.10792,1.65258,0.68679,0.46208,0.86286,0.78201,0.84847,0.82516,0.86286,0.78201,0.84847,0.82516,0.97229,0.97229,0,12.4513,0.02971,1.104,0.40422,0.24631,6.47836e-05,6.47836e-05,6.47836e-05
185,6439.12,16.3807,0.10602,1.6337,0.68708,0.45502,0.86014,0.78227,0.8481,0.82492,0.86014,0.78227,0.8481,0.82492,0.97319,0.97319,0,12.4552,0.02974,1.10425,0.40417,0.24658,6.35606e-05,6.35606e-05,6.35606e-05
186,6475.02,16.5371,0.10954,1.66492,0.70341,0.47131,0.85693,0.78193,0.84786,0.82442,0.85693,0.78193,0.84786,0.82442,0.97269,0.97269,0,12.4548,0.02976,1.10342,0.40415,0.24666,6.23458e-05,6.23458e-05,6.23458e-05
187,6508.96,16.4233,0.10426,1.63181,0.69173,0.45092,0.85704,0.7841,0.84799,0.82438,0.85704,0.7841,0.84799,0.82438,0.97353,0.97353,0,12.4604,0.02972,1.10425,0.40429,0.24683,6.11394e-05,6.11394e-05,6.11394e-05
188,6544.22,16.2333,0.10349,1.62213,0.68266,0.4523,0.8573,0.78285,0.84842,0.82468,0.8573,0.78285,0.84842,0.82468,0.97291,0.97291,0,12.4567,0.02974,1.10312,0.40402,0.2469,5.99414e-05,5.99414e-05,5.99414e-05
189,6579.72,16.3646,0.10677,1.63349,0.68697,0.45606,0.85757,0.78529,0.84961,0.82611,0.85757,0.78529,0.84961,0.82611,0.97196,0.97196,0,12.4547,0.0297,1.10098,0.40369,0.24669,5.87521e-05,5.87521e-05,5.87521e-05
190,6615.2,16.3962,0.10604,1.63554,0.68322,0.45254,0.8567,0.78652,0.85082,0.82709,0.8567,0.78652,0.85082,0.82709,0.97232,0.97232,0,12.4395,0.02959,1.09712,0.40282,0.24642,5.75717e-05,5.75717e-05,5.75717e-05
191,6649.42,16.5112,0.10767,1.64831,0.69875,0.46462,0.8575,0.78781,0.85088,0.82739,0.8575,0.78781,0.85088,0.82739,0.97074,0.97074,0,12.4399,0.02962,1.09438,0.40275,0.24624,5.64002e-05,5.64002e-05,5.64002e-05
192,6684.14,16.4795,0.10694,1.64434,0.69814,0.46103,0.85876,0.7893,0.85226,0.82856,0.85876,0.7893,0.85226,0.82856,0.97049,0.97049,0,12.4383,0.02961,1.09248,0.40249,0.24601,5.52378e-05,5.52378e-05,5.52378e-05
193,6716.88,16.4568,0.1086,1.63876,0.68619,0.46064,0.8586,0.78995,0.8524,0.82887,0.8586,0.78995,0.8524,0.82887,0.97028,0.97028,0,12.4409,0.0296,1.09185,0.40309,0.24613,5.40846e-05,5.40846e-05,5.40846e-05
194,6750.65,16.4191,0.1058,1.62347,0.66902,0.45557,0.85796,0.78899,0.85172,0.82851,0.85796,0.78899,0.85172,0.82851,0.97029,0.97029,0,12.4416,0.02961,1.08994,0.4031,0.24584,5.29409e-05,5.29409e-05,5.29409e-05
195,6784.31,16.2301,0.10195,1.60702,0.66914,0.44495,0.85762,0.79053,0.85211,0.82905,0.85762,0.79053,0.85211,0.82905,0.96964,0.96964,0,12.4393,0.02958,1.08838,0.4027,0.24551,5.18068e-05,5.18068e-05,5.18068e-05
196,6818.84,16.1947,0.10401,1.60296,0.67649,0.43793,0.85888,0.78967,0.85295,0.82951,0.85888,0.78967,0.85295,0.82951,0.96985,0.96985,0,12.4362,0.02951,1.08809,0.40277,0.24532,5.06823e-05,5.06823e-05,5.06823e-05
197,6853.72,16.4152,0.10943,1.64399,0.69421,0.46485,0.86063,0.78979,0.85389,0.83057,0.86063,0.78979,0.85389,0.83057,0.96891,0.96891,0,12.4348,0.02949,1.0876,0.40286,0.24533,4.95678e-05,4.95678e-05,4.95678e-05
198,6888.05,16.3084,0.10476,1.63419,0.68786,0.4565,0.86081,0.79004,0.85529,0.83142,0.86081,0.79004,0.85529,0.83142,0.96801,0.96801,0,12.4374,0.0295,1.08657,0.40329,0.24557,4.84632e-05,4.84632e-05,4.84632e-05
199,6921.63,16.267,0.1027,1.60169,0.67174,0.44681,0.85873,0.79061,0.8555,0.83171,0.85873,0.79061,0.8555,0.83171,0.969,0.969,0,12.4418,0.02954,1.08662,0.4035,0.24577,4.73688e-05,4.73688e-05,4.73688e-05
200,6953.81,16.1911,0.10293,1.61554,0.68337,0.45109,0.85773,0.79164,0.85635,0.83284,0.85773,0.79164,0.85635,0.83284,0.96811,0.96811,0,12.4461,0.02951,1.08647,0.40399,0.24595,4.62847e-05,4.62847e-05,4.62847e-05
201,7003.66,16.0399,0.07067,1.45938,0.64323,0.38369,0.85404,0.79004,0.85354,0.82979,0.85404,0.79004,0.85354,0.82979,0.96977,0.96977,0,12.4631,0.02956,1.08965,0.40524,0.24707,4.5211e-05,4.5211e-05,4.5211e-05
202,7036.88,15.403,0.06529,1.33013,0.54335,0.33367,0.85974,0.79146,0.85416,0.83075,0.85974,0.79146,0.85416,0.83075,0.97068,0.97068,0,12.4687,0.02957,1.09028,0.40582,0.24776,4.41479e-05,4.41479e-05,4.41479e-05
203,7074.6,15.4696,0.06845,1.32975,0.54776,0.33417,0.85739,0.79145,0.85389,0.82984,0.85739,0.79145,0.85389,0.82984,0.97148,0.97148,0,12.4572,0.02948,1.08843,0.40467,0.24652,4.30955e-05,4.30955e-05,4.30955e-05
204,7109.27,15.1934,0.06343,1.28652,0.52067,0.31871,0.85846,0.79225,0.8555,0.8313,0.85846,0.79225,0.8555,0.8313,0.97147,0.97147,0,12.4586,0.02946,1.08633,0.4041,0.24606,4.2054e-05,4.2054e-05,4.2054e-05
205,7146.18,14.9249,0.06161,1.27452,0.50796,0.30499,0.86037,0.79173,0.8561,0.83227,0.86037,0.79173,0.8561,0.83227,0.97198,0.97198,0,12.4502,0.02944,1.08364,0.40271,0.2453,4.10234e-05,4.10234e-05,4.10234e-05
206,7182.3,15.0856,0.06336,1.26056,0.49931,0.30596,0.86133,0.7926,0.85743,0.83371,0.86133,0.7926,0.85743,0.83371,0.97163,0.97163,0,12.4457,0.0294,1.08013,0.40152,0.24455,4.0004e-05,4.0004e-05,4.0004e-05
207,7215.8,14.9118,0.06136,1.23646,0.49247,0.29893,0.8623,0.79671,0.85954,0.83567,0.8623,0.79671,0.85954,0.83567,0.97084,0.97084,0,12.4454,0.0294,1.07744,0.40128,0.24416,3.89958e-05,3.89958e-05,3.89958e-05
208,7251.99,14.8983,0.06221,1.23844,0.49219,0.29929,0.86093,0.80009,0.8599,0.83633,0.86093,0.80009,0.8599,0.83633,0.97136,0.97136,0,12.4376,0.02932,1.0749,0.40064,0.24379,3.7999e-05,3.7999e-05,3.7999e-05
209,7288.08,14.9419,0.06196,1.25728,0.50502,0.30713,0.8596,0.80073,0.86015,0.83649,0.8596,0.80073,0.86015,0.83649,0.97101,0.97101,0,12.4337,0.02933,1.073,0.39994,0.24342,3.70138e-05,3.70138e-05,3.70138e-05
210,7324.44,14.942,0.06195,1.24268,0.50667,0.30141,0.86221,0.80146,0.86058,0.83723,0.86221,0.80146,0.86058,0.83723,0.97004,0.97004,0,12.4375,0.02936,1.07065,0.39909,0.24292,3.60401e-05,3.60401e-05,3.60401e-05
211,7358.36,14.8442,0.06208,1.23833,0.48951,0.29524,0.86441,0.80167,0.86145,0.83772,0.86441,0.80167,0.86145,0.83772,0.97,0.97,0,12.4341,0.02932,1.0686,0.39859,0.24262,3.50783e-05,3.50783e-05,3.50783e-05
212,7394.52,14.9308,0.06336,1.23914,0.49234,0.30494,0.86435,0.80311,0.86265,0.83876,0.86435,0.80311,0.86265,0.83876,0.9709,0.9709,0,12.4345,0.02932,1.06655,0.3981,0.24231,3.41283e-05,3.41283e-05,3.41283e-05
213,7430.03,14.888,0.06251,1.24717,0.50421,0.30628,0.86333,0.80475,0.86244,0.83858,0.86333,0.80475,0.86244,0.83858,0.97197,0.97197,0,12.4317,0.02924,1.06479,0.39801,0.24221,3.31904e-05,3.31904e-05,3.31904e-05
