epoch,time,train/pose_loss,train/kobj_loss,train/cls_loss,train/color_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),color_accuracy,val/pose_loss,val/kobj_loss,val/cls_loss,val/color_loss,lr/pg0,lr/pg1,lr/pg2
247,4947.25,0.78646,0.03087,0.04395,0.00249,0.956,0.97222,0.98188,0.9764,0.956,0.97222,0.98188,0.9764,1,0.34227,0.00621,0.08398,0.02125,5.26159e-05,5.26159e-05,5.26159e-05
248,4963.24,0.77149,0.02935,0.04582,0.00431,0.96416,0.9716,0.98606,0.98252,0.96416,0.9716,0.98606,0.98252,1,0.34638,0.0062,0.08311,0.02279,5.17261e-05,5.17261e-05,5.17261e-05
249,4979.13,0.74641,0.02893,0.04083,0.00417,0.96417,0.97239,0.98622,0.98212,0.96417,0.97239,0.98622,0.98212,1,0.34858,0.00696,0.08131,0.01887,5.08424e-05,5.08424e-05,5.08424e-05
250,4995.72,0.69446,0.02389,0.04376,0.0013,0.95954,0.97381,0.98611,0.98255,0.95954,0.97381,0.98611,0.98255,0.9972,0.34274,0.00701,0.08223,0.02661,4.99647e-05,4.99647e-05,4.99647e-05
251,5011.94,0.70693,0.02762,0.03884,0.00025,0.95897,0.97675,0.98597,0.98302,0.95897,0.97675,0.98597,0.98302,0.99721,0.34752,0.00706,0.08367,0.03253,4.90931e-05,4.90931e-05,4.90931e-05
252,5028.54,0.75421,0.03066,0.04423,0.0018,0.96226,0.97282,0.98627,0.98245,0.96226,0.97282,0.98627,0.98245,1,0.3519,0.00742,0.08344,0.02142,4.82278e-05,4.82278e-05,4.82278e-05
253,5044.98,0.72837,0.02527,0.04439,0.00631,0.96163,0.97692,0.98616,0.98195,0.96163,0.97692,0.98616,0.98195,1,0.34877,0.00761,0.08493,0.01891,4.73688e-05,4.73688e-05,4.73688e-05
254,5060.9,0.72982,0.02901,0.04335,0.00106,0.96007,0.97388,0.986,0.98124,0.96007,0.97388,0.986,0.98124,1,0.34789,0.00816,0.08697,0.01886,4.65161e-05,4.65161e-05,4.65161e-05
255,5076.54,0.69251,0.01984,0.03959,0.00474,0.95637,0.97241,0.98538,0.98017,0.95637,0.97241,0.98538,0.98017,1,0.34582,0.00812,0.08647,0.01653,4.56698e-05,4.56698e-05,4.56698e-05
256,5092.46,0.70159,0.02132,0.04046,0.00112,0.96258,0.97285,0.98516,0.98028,0.96258,0.97285,0.98516,0.98028,1,0.34632,0.00754,0.08813,0.01827,4.48301e-05,4.48301e-05,4.48301e-05
257,5108.49,0.70019,0.02896,0.04003,0.00117,0.95502,0.97341,0.98591,0.98157,0.95502,0.97341,0.98591,0.98157,0.99723,0.33774,0.00679,0.08567,0.0215,4.39969e-05,4.39969e-05,4.39969e-05
258,5124.03,0.68601,0.02238,0.04009,0.00107,0.96392,0.97476,0.98611,0.98269,0.96392,0.97476,0.98611,0.98269,1,0.34192,0.00645,0.08323,0.01909,4.31703e-05,4.31703e-05,4.31703e-05
259,5139.87,0.69222,0.02362,0.04405,0.00112,0.9617,0.9747,0.98587,0.98185,0.9617,0.9747,0.98587,0.98185,1,0.3381,0.0071,0.08501,0.02041,4.23504e-05,4.23504e-05,4.23504e-05
260,5155.48,0.67059,0.02154,0.03823,0.00271,0.96209,0.9736,0.98404,0.9787,0.96209,0.9736,0.98404,0.9787,0.9972,0.35295,0.00818,0.08599,0.02533,4.15373e-05,4.15373e-05,4.15373e-05
261,5171.38,0.70839,0.03012,0.04175,0.00098,0.96703,0.97493,0.98412,0.9804,0.96703,0.97493,0.98412,0.9804,0.99719,0.34715,0.00804,0.08622,0.02368,4.0731e-05,4.0731e-05,4.0731e-05
262,5186.93,0.73156,0.02924,0.04004,0.00282,0.96678,0.97384,0.9863,0.98152,0.96678,0.97384,0.9863,0.98152,1,0.34473,0.0079,0.08478,0.01758,3.99316e-05,3.99316e-05,3.99316e-05
263,5202.99,0.71622,0.02744,0.04132,0.00321,0.96408,0.97381,0.98621,0.98232,0.96408,0.97381,0.98621,0.98232,1,0.34335,0.00728,0.08274,0.01999,3.91391e-05,3.91391e-05,3.91391e-05
264,5218.66,0.72402,0.028,0.0418,0.00388,0.96515,0.97368,0.98559,0.98123,0.96515,0.97368,0.98559,0.98123,1,0.34188,0.00754,0.08522,0.02346,3.83537e-05,3.83537e-05,3.83537e-05
265,5234.66,0.66952,0.02444,0.04161,0.00211,0.9664,0.97314,0.98575,0.98161,0.9664,0.97314,0.98575,0.98161,0.9972,0.34705,0.00781,0.0848,0.02978,3.75753e-05,3.75753e-05,3.75753e-05
266,5250.59,0.66725,0.02663,0.03941,0.00078,0.96802,0.97424,0.98546,0.98031,0.96802,0.97424,0.98546,0.98031,0.99719,0.34203,0.00762,0.08594,0.0316,3.68041e-05,3.68041e-05,3.68041e-05
267,5266.58,0.65279,0.02508,0.03986,0.00272,0.97191,0.9742,0.98589,0.98143,0.97191,0.9742,0.98589,0.98143,0.99718,0.33695,0.00751,0.08514,0.0297,3.60401e-05,3.60401e-05,3.60401e-05
268,5282.48,0.69312,0.02378,0.04206,0.00212,0.9652,0.976,0.98514,0.98064,0.9652,0.976,0.98514,0.98064,1,0.34141,0.00725,0.08384,0.02321,3.52834e-05,3.52834e-05,3.52834e-05
269,5298.73,0.70389,0.02335,0.04238,0.00134,0.96786,0.97566,0.98459,0.98066,0.96786,0.97566,0.98459,0.98066,1,0.3467,0.007,0.08498,0.02213,3.4534e-05,3.4534e-05,3.4534e-05
270,5314.64,0.66434,0.02495,0.03955,0.0007,0.96603,0.97553,0.9864,0.98214,0.96603,0.97553,0.9864,0.98214,0.9972,0.34726,0.00752,0.08329,0.02319,3.3792e-05,3.3792e-05,3.3792e-05
271,5330.14,0.68158,0.02243,0.04218,0.00183,0.96564,0.97487,0.98564,0.97979,0.96564,0.97487,0.98564,0.97979,0.99719,0.35215,0.00803,0.08236,0.02466,3.30574e-05,3.30574e-05,3.30574e-05
272,5345.63,0.66582,0.02511,0.04081,0.00205,0.96547,0.97455,0.98528,0.97845,0.96547,0.97455,0.98528,0.97845,1,0.35235,0.00813,0.08405,0.02647,3.23303e-05,3.23303e-05,3.23303e-05
273,5361.29,0.70705,0.02608,0.04055,0.00027,0.96479,0.97462,0.98515,0.97959,0.96479,0.97462,0.98515,0.97959,1,0.34441,0.00745,0.08498,0.02078,3.16109e-05,3.16109e-05,3.16109e-05
274,5377.37,0.68299,0.02495,0.04049,0.0025,0.96662,0.97555,0.98627,0.98216,0.96662,0.97555,0.98627,0.98216,1,0.3421,0.00675,0.08514,0.02109,3.0899e-05,3.0899e-05,3.0899e-05
275,5393.4,0.66823,0.02653,0.04001,0.00511,0.96717,0.97657,0.98422,0.97939,0.96717,0.97657,0.98422,0.97939,0.99718,0.33848,0.00603,0.08573,0.02916,3.01948e-05,3.01948e-05,3.01948e-05
276,5409.64,0.67259,0.02829,0.04032,0.002,0.9618,0.97349,0.98613,0.98353,0.9618,0.97349,0.98613,0.98353,0.99438,0.33586,0.00559,0.0836,0.02596,2.94984e-05,2.94984e-05,2.94984e-05
277,5425.63,0.63527,0.01853,0.04027,0.00175,0.96218,0.97484,0.98528,0.98043,0.96218,0.97484,0.98528,0.98043,0.99438,0.33858,0.00613,0.08225,0.02477,2.88097e-05,2.88097e-05,2.88097e-05
278,5441.09,0.66708,0.02554,0.0399,0.00141,0.96399,0.97739,0.98633,0.98175,0.96399,0.97739,0.98633,0.98175,0.99438,0.34078,0.00681,0.08256,0.02409,2.81289e-05,2.81289e-05,2.81289e-05
279,5456.6,0.64486,0.02705,0.03982,0.00468,0.96783,0.97699,0.98534,0.97957,0.96783,0.97699,0.98534,0.97957,0.99718,0.34127,0.0071,0.08259,0.02783,2.7456e-05,2.7456e-05,2.7456e-05
280,5472.4,0.70703,0.03037,0.04087,0.00068,0.96417,0.97763,0.98647,0.98197,0.96417,0.97763,0.98647,0.98197,0.99719,0.33814,0.00738,0.08212,0.0272,2.67911e-05,2.67911e-05,2.67911e-05
281,5488.36,0.67231,0.02472,0.0397,0.00332,0.96399,0.97761,0.98555,0.98212,0.96399,0.97761,0.98555,0.98212,0.9972,0.33718,0.00751,0.08218,0.0238,2.61341e-05,2.61341e-05,2.61341e-05
282,5504.13,0.664,0.02907,0.03839,0.00133,0.96428,0.97624,0.98645,0.98262,0.96428,0.97624,0.98645,0.98262,1,0.34174,0.00746,0.08085,0.02309,2.54853e-05,2.54853e-05,2.54853e-05
283,5519.91,0.6507,0.02271,0.0401,0.0007,0.96353,0.97494,0.98622,0.98198,0.96353,0.97494,0.98622,0.98198,1,0.33925,0.00766,0.08132,0.01904,2.48446e-05,2.48446e-05,2.48446e-05
284,5535.66,0.65793,0.02509,0.03666,0.00178,0.96481,0.97716,0.9844,0.98028,0.96481,0.97716,0.9844,0.98028,1,0.33915,0.00799,0.08257,0.0218,2.4212e-05,2.4212e-05,2.4212e-05
285,5551.45,0.66084,0.02379,0.04056,0.0011,0.96639,0.97557,0.9865,0.98272,0.96639,0.97557,0.9865,0.98272,0.99719,0.33858,0.00754,0.08282,0.02411,2.35876e-05,2.35876e-05,2.35876e-05
286,5567.39,0.66873,0.02205,0.04145,0.00114,0.96459,0.97454,0.98648,0.98319,0.96459,0.97454,0.98648,0.98319,0.99719,0.33784,0.00757,0.0822,0.02479,2.29716e-05,2.29716e-05,2.29716e-05
287,5583.57,0.6714,0.02752,0.03658,0.00116,0.96491,0.97525,0.98541,0.98068,0.96491,0.97525,0.98541,0.98068,0.99718,0.33867,0.00762,0.08205,0.02542,2.23638e-05,2.23638e-05,2.23638e-05
288,5599.58,0.65959,0.02403,0.03918,0.00173,0.96845,0.97552,0.98533,0.98176,0.96845,0.97552,0.98533,0.98176,1,0.33555,0.00749,0.0817,0.02414,2.17644e-05,2.17644e-05,2.17644e-05
